Facility_ID,Year,Infections_Reported,Infections_Predicted,Central_line_Days,State,HAI,Facility_Name,County,Hospital_Category_RiskAdjustment,Facility_Type,Comparison,Met_2020_Goal,Months,Notes,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,rate_per_1000,SIR_filled
60000013,2023,0.0,0.73,1192.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Foothill Regional Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,¥ See Data Dictionary,0.0,5.04,0.0,0.0
60000014,2021,10.0,11.75,12565.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hoag Memorial Hospital Presbyterian,Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.44,1.53,0.7958615200955034,0.851063829787234
60000014,2022,9.0,12.93,13884.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hoag Memorial Hospital Presbyterian,Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.34,1.3,0.648228176318064,0.6960556844547564
60000014,2023,14.0,15.86,17555.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hoag Memorial Hospital Presbyterian,Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,¥ See Data Dictionary,0.51,1.47,0.7974935915693534,0.8827238335435057
60000015,2021,8.0,1.91,3003.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Huntington Beach Hospital,Orange,Acute Care Hospital,"Community, <125 Beds",Worse,No,12.0,,1.94,7.94,2.664002664002664,4.18848167539267
60000015,2022,6.0,1.46,2309.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Huntington Beach Hospital,Orange,Acute Care Hospital,"Community, <125 Beds",Worse,No,12.0,,1.67,8.56,2.59852750108272,4.109589041095891
60000015,2023,9.0,1.11,1745.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Huntington Beach Hospital,Orange,Acute Care Hospital,"Community, <125 Beds",Worse,No,12.0,,3.96,14.9,5.1575931232091685,8.108108108108107
60000016,2021,2.0,3.45,4676.0,California,Central Line-Associated Bloodstream Infection (CLABSI),West Anaheim Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.1,1.92,0.42771599657827203,0.5797101449275363
60000016,2022,5.0,3.8,4627.0,California,Central Line-Associated Bloodstream Infection (CLABSI),West Anaheim Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.48,2.92,1.080613788631943,1.3157894736842106
60000016,2023,2.0,3.13,4391.0,California,Central Line-Associated Bloodstream Infection (CLABSI),West Anaheim Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.11,2.11,0.4554771122751082,0.6389776357827476
60000017,2021,59.0,23.36,13889.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kindred Hospital, Westminster",Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,Worse,No,12.0,,1.94,3.24,4.24796601627187,2.5256849315068495
60000017,2022,30.0,22.64,11446.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kindred Hospital Westminster,Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,Same,No,12.0,,0.91,1.87,2.621002970470033,1.3250883392226147
60000017,2023,21.0,19.0,9919.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kindred Hospital Westminster,Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,Same,No,12.0,,0.7,1.66,2.117148906139732,1.105263157894737
60000021,2021,1.0,1.06,1502.0,California,Central Line-Associated Bloodstream Infection (CLABSI),South Coast Global Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.05,4.65,0.6657789613848203,0.9433962264150942
60000021,2022,0.0,0.76,1093.0,California,Central Line-Associated Bloodstream Infection (CLABSI),South Coast Global Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,¥ See Data Dictionary,0.0,4.84,0.0,0.0
60000021,2023,2.0,0.72,1016.0,California,Central Line-Associated Bloodstream Infection (CLABSI),South Coast Global Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,¥ See Data Dictionary,0.33,9.97,1.968503937007874,2.7777777777777777
60000024,2021,0.0,0.95,1350.0,California,Central Line-Associated Bloodstream Infection (CLABSI),La Palma Intercommunity Hospital,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,12.0,¥ See Data Dictionary,0.0,3.9,0.0,0.0
60000024,2022,0.0,1.29,1861.0,California,Central Line-Associated Bloodstream Infection (CLABSI),La Palma Intercommunity Hospital,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,12.0,,0.0,2.32,0.0,0.0
60000024,2023,4.0,0.82,1185.0,California,Central Line-Associated Bloodstream Infection (CLABSI),La Palma Intercommunity Hospital,Orange,Acute Care Hospital,"Community, 125-250 Beds",Worse,No,12.0,¥ See Data Dictionary,1.34,12.56,3.3755274261603376,4.878048780487805
60000025,2021,26.0,4.64,6762.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Los Alamitos Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Worse,No,12.0,,3.74,8.09,3.8450162673765163,5.603448275862069
60000025,2022,7.0,3.69,5373.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Los Alamitos Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.83,3.75,1.3028103480364788,1.897018970189702
60000025,2023,3.0,3.5,5057.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Los Alamitos Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.22,2.33,0.5932370970931382,0.8571428571428571
60000027,2021,38.0,19.23,16778.0,California,Central Line-Associated Bloodstream Infection (CLABSI),LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Worse,No,12.0,,1.42,2.69,2.264870663964716,1.9760790431617263
60000027,2022,23.0,19.39,16971.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Lac/Harbor Ucla Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.77,1.75,1.3552530787814505,1.186178442496132
60000027,2023,37.0,22.06,19505.0,California,Central Line-Associated Bloodstream Infection (CLABSI),LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Worse,No,12.0,,1.2,2.29,1.8969495001281724,1.6772438803263827
60000028,2021,0.0,5.3,7742.0,California,Central Line-Associated Bloodstream Infection (CLABSI),LAC/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",Better,Yes,12.0,¥ See Data Dictionary,0.0,0.65,0.0,0.0
60000028,2022,8.0,3.2199999999999998,4758.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Lac/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",Worse,No,12.0,¥ See Data Dictionary,1.35,5.53,1.6813787305590584,2.4844720496894412
60000028,2023,2.0,2.38,3486.0,California,Central Line-Associated Bloodstream Infection (CLABSI),LAC/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,12.0,¥ See Data Dictionary,0.02,2.38,0.5737234652897303,0.8403361344537815
60000035,2021,0.0,1.78,2544.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Martin Luther King Jr. Community Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,12.0,,0.0,1.69,0.0,0.0
60000035,2022,2.0,1.67,2511.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Martin Luther King, Jr. Community Hospital",Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.2,3.95,0.7964954201513341,1.1976047904191618
60000035,2023,0.0,1.85,2855.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Martin Luther King, Jr. Community Hospital",Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,12.0,,0.0,1.62,0.0,0.0
60000038,2021,9.0,7.88,8561.0,California,Central Line-Associated Bloodstream Infection (CLABSI),LAC/Olive View-UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.56,2.1,1.0512790561850252,1.1421319796954315
60000038,2022,3.0,7.24,7788.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Lac/Olive View-Ucla Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Same,Yes,12.0,,0.11,1.13,0.3852080123266564,0.4143646408839779
60000038,2023,6.0,5.28,5617.0,California,Central Line-Associated Bloodstream Infection (CLABSI),LAC/Olive View-UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.46,2.36,1.0681858643403952,1.1363636363636362
60000040,2021,14.0,29.8,24291.0,California,Central Line-Associated Bloodstream Infection (CLABSI),LAC+USC Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.27,0.77,0.5763451484088757,0.4697986577181208
60000040,2022,12.0,20.3,17427.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Lac+Usc Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.32,1.01,0.6885866758478223,0.5911330049261083
60000040,2023,10.0,17.28,14132.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Los Angeles General Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.29,1.03,0.7076139258420605,0.5787037037037037
60000058,2021,1.0,1.71,2719.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Garden Grove Hospital and Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.03,2.88,0.3677822728944465,0.5847953216374269
60000058,2022,2.0,1.7,2369.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Garden Grove Hospital And Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.2,3.88,0.8442380751371886,1.1764705882352942
60000058,2023,2.0,1.4,2200.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Garden Grove Hospital and Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.24,4.73,0.9090909090909091,1.4285714285714286
60000060,2021,17.0,13.33,12558.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence Mission Hospital,Orange,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.77,2.01,1.3537187450230928,1.275318829707427
60000060,2022,4.0,13.49,12954.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence Mission Hospital,Orange,Acute Care Hospital,Major Teaching,Better,Yes,12.0,,0.1,0.72,0.3087849312953528,0.2965159377316531
60000060,2023,10.0,13.41,12849.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence Mission Hospital,Orange,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.38,1.34,0.7782706825433886,0.7457121551081283
60000062,2021,1.0,0.87,1260.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Placentia Linda Hospital,Orange,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,¥ See Data Dictionary,0.03,6.39,0.7936507936507936,1.1494252873563218
60000062,2022,0.0,0.97,1403.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Placentia Linda Hospital,Orange,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,¥ See Data Dictionary,0.0,3.81,0.0,0.0
60000062,2023,0.0,1.07,1546.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Placentia Linda Hospital,Orange,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,,0.0,2.81,0.0,0.0
60000063,2021,6.0,4.94,6812.0,California,Central Line-Associated Bloodstream Infection (CLABSI),MemorialCare Saddleback Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.49,2.52,0.8807985907222549,1.214574898785425
60000063,2022,3.0,4.59,6405.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Memorialcare Saddleback Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.17,1.78,0.468384074941452,0.6535947712418301
60000063,2023,3.0,4.73,6663.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Memorialcare Saddleback Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.16,1.73,0.45024763619990993,0.6342494714587738
60000066,2021,0.0,0.38,414.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence Mission Hospital - Laguna Beach,Orange,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.0,9.74,0.0,0.0
60000066,2022,0.0,0.49,613.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence Mission Hospital - Laguna Beach,Orange,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.0,7.46,0.0,0.0
60000066,2023,1.0,0.46,573.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence Mission Hospital - Laguna Beach,Orange,Acute Care Hospital,Major Teaching,Same,No,12.0,¥ See Data Dictionary,0.06,12.01,1.7452006980802792,2.1739130434782608
60000067,2021,15.0,9.13,11301.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Providence St. Joseph Hospital, Orange",Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.96,2.65,1.3273161667109106,1.6429353778751368
60000067,2022,7.0,10.88,13594.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence St. Joseph Hospital,Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.28,1.27,0.5149330587023687,0.6433823529411764
60000067,2023,4.0,11.45,14321.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence St. Joseph Hospital,Orange,Acute Care Hospital,"Community, >250 Beds",Better,Yes,12.0,,0.11,0.84,0.27931010404301376,0.3493449781659389
60000068,2021,15.0,12.63,16052.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence St. Jude Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,¥ See Data Dictionary,0.7,1.95,0.9344629952653876,1.187648456057007
60000068,2022,11.0,12.809999999999999,16277.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence St. Jude Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.4,1.41,0.675800208883701,0.858704137392662
60000068,2023,7.0,12.86,16491.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Providence St. Jude Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.24,1.09,0.4244739554908738,0.5443234836702955
60000071,2021,37.0,41.84,35264.0,California,Central Line-Associated Bloodstream Infection (CLABSI),University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Same,No,12.0,¥ See Data Dictionary,0.64,1.21,1.0492286751361162,0.8843212237093689
60000071,2022,21.0,40.29,33815.0,California,Central Line-Associated Bloodstream Infection (CLABSI),University Of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Better,No,12.0,,0.33,0.79,0.6210261718172408,0.5212211466865228
60000071,2023,37.0,42.440000000000005,36537.0,California,Central Line-Associated Bloodstream Infection (CLABSI),University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.62,1.19,1.0126720858308018,0.8718190386427898
60000073,2021,11.0,8.11,8430.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Orange County Global Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.71,2.36,1.3048635824436536,1.3563501849568436
60000073,2022,11.0,8.02,8432.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Orange County Global Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.72,2.38,1.3045540796963948,1.371571072319202
60000073,2023,6.0,7.15,7569.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Orange County Global Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",Same,No,12.0,,0.34,1.75,0.7927070947284979,0.8391608391608392
60000074,2021,2.0,1.48,2129.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Anaheim Global Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.23,4.47,0.9394081728511039,1.3513513513513513
60000074,2022,0.0,0.85,1248.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Anaheim Global Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,7.0,"¥ See Data Dictionary, Incomplete Reporter, Interpret with Caution",0.0,4.33,0.0,0.0
60000074,2023,0.0,0.66,1018.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Anaheim Global Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,Yes,12.0,¥ See Data Dictionary,0.0,5.62,0.0,0.0
60000208,2021,3.0,8.29,9889.0,California,Central Line-Associated Bloodstream Infection (CLABSI),MemorialCare Orange Coast Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Better,Yes,12.0,,0.09,0.99,0.30336737789463036,0.3618817852834741
60000208,2022,10.0,7.27,9986.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Memorialcare Orange Coast Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.7,2.45,1.001401962747847,1.375515818431912
60000208,2023,16.0,8.42,11527.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Memorialcare Orange Coast Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",Worse,No,12.0,,1.12,3.02,1.3880454584887654,1.9002375296912115
60001022,2021,3.0,1.82,2281.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hoag Hospital Irvine,Orange,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.42,4.49,1.31521262604121,1.6483516483516483
60001022,2022,2.0,1.67,2120.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hoag Hospital Irvine,Orange,Acute Care Hospital,"Community, <125 Beds",Same,No,12.0,,0.2,3.97,0.9433962264150944,1.1976047904191618
60001022,2023,0.0,2.67,3391.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Hoag Hospital Irvine,Orange,Acute Care Hospital,"Community, <125 Beds",Same,Yes,12.0,,0.0,1.12,0.0,0.0
60001097,2021,0.0,0.24,655.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Encompass Health Rehabilitation Hospital of Tustin,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,Same,Yes,12.0,¥ See Data Dictionary,0.0,15.21,0.0,0.0
60001097,2022,0.0,0.44,757.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Encompass Health Rehabilitation Hospital Of Tustin,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,Same,Yes,12.0,¥ See Data Dictionary,0.0,8.43,0.0,0.0
60001097,2023,0.0,0.38,658.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Encompass Health Rehabilitation Hospital of Tustin,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,Same,Yes,12.0,¥ See Data Dictionary,0.0,9.7,0.0,0.0
60001207,2021,0.0,0.71,607.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Children's Hospital at Mission,Orange,Acute Care Hospital,Pediatric,Same,Yes,12.0,¥ See Data Dictionary,0.0,5.17,0.0,0.0
60001207,2022,2.0,0.89,731.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Children's Hospital At Mission,Orange,Acute Care Hospital,Pediatric,Same,No,12.0,¥ See Data Dictionary,0.27,8.12,2.7359781121751023,2.247191011235955
60001207,2023,1.0,0.78,641.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Children's Hospital at Mission,Orange,Acute Care Hospital,Pediatric,Same,No,12.0,¥ See Data Dictionary,0.03,7.18,1.5600624024960998,1.282051282051282
60001360,2021,11.0,10.5,7036.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kindred Hospital, Brea",Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,Same,No,12.0,,0.55,1.82,1.5633882888004549,1.0476190476190477
60001360,2022,14.0,12.27,6755.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kindred Hospital Brea,Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,Same,No,12.0,,0.65,1.87,2.0725388601036268,1.140994295028525
60001360,2023,8.0,6.57,4993.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kindred Hospital Brea,Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,Same,No,12.0,,0.57,2.31,1.6022431403965551,1.21765601217656
60001674,2021,0.0,0.01,11.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Healthbridge Children's Hospital, Orange",Orange,Acute Care Hospital,Pediatric,,,12.0,,,,0.0,0.0
60001674,2022,0.0,0.02,27.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Healthbridge Children's Hospital - Orange,Orange,Acute Care Hospital,Pediatric,,,12.0,,,,0.0,0.0
60001674,2023,0.0,0.0,0.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Healthbridge Children's Hospital - Orange,Orange,Acute Care Hospital,Pediatric,,,12.0,,,,,
630010957,2021,0.0,0.34,408.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Ventura County Medical Center, Santa Paula Hospital",Ventura,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.0,10.9,0.0,0.0
630010957,2022,0.0,0.34,425.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Ventura County Medical Center - Santa Paula Hospital,Ventura,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.0,10.69,0.0,0.0
630010957,2023,0.0,0.26,322.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Ventura County Medical Center - Santa Paula Hospital,Ventura,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.0,14.13,0.0,0.0
630011203,2021,5.0,5.2,5822.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.35,2.13,0.8588114050154586,0.9615384615384615
630011203,2022,4.0,5.53,6235.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital - Antioch,Contra Costa,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.23,1.75,0.6415396952686447,0.7233273056057866
630011203,2023,4.0,5.1,5771.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital - Antioch,Contra Costa,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.25,1.89,0.6931207762952695,0.7843137254901962
630011683,2021,9.0,6.07,8407.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kaiser Foundation Hospital, Modesto",Stanislaus,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.72,2.72,1.07053645771381,1.4827018121911038
630011683,2022,7.0,5.1,7155.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital Modesto,Stanislaus,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.6,2.72,0.9783368273934311,1.3725490196078431
630011683,2023,4.0,6.39,8930.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital Modesto,Stanislaus,Acute Care Hospital,"Community, 125-250 Beds",Same,No,12.0,,0.2,1.51,0.4479283314669653,0.6259780907668232
630011745,2021,4.0,5.66,5386.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kaiser Foundation Hospital, Orange County, Irvine",Orange,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.23,1.71,0.7426661715558857,0.7067137809187279
630011745,2022,2.0,4.73,4657.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital - Orange County - Irvine,Orange,Acute Care Hospital,Major Teaching,Same,Yes,12.0,,0.07,1.4,0.42946102641185313,0.4228329809725158
630011745,2023,7.0,4.41,4347.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital - Orange County - Irvine,Orange,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.69,3.14,1.6103059581320451,1.5873015873015872
630011844,2021,0.0,0.01,15.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Sutter Surgical Hospital, North Valley",Sutter,Acute Care Hospital,"Community, <125 Beds",,,12.0,,,,0.0,0.0
630011844,2022,0.0,0.02,40.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Sutter Surgical Hospital - North Valley,Sutter,Acute Care Hospital,"Community, <125 Beds",,,12.0,,,,0.0,0.0
630011844,2023,0.0,0.03,52.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Sutter Surgical Hospital - North Valley,Sutter,Acute Care Hospital,"Community, <125 Beds",,,12.0,,,,0.0,0.0
630011959,2021,4.0,4.35,4730.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kaiser Foundation Hospital, Moreno Valley",Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.29,2.22,0.8456659619450316,0.9195402298850576
630011959,2022,2.0,2.08,2295.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital-Moreno Valley,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.16,3.18,0.8714596949891067,0.9615384615384615
630011959,2023,1.0,1.48,1680.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital-Moreno Valley,Riverside,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.03,3.33,0.5952380952380953,0.6756756756756757
630012294,2021,1.0,0.45,591.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Loma Linda University Surgical Hospital,San Bernardino,Acute Care Hospital,Major Teaching,Same,No,12.0,¥ See Data Dictionary,0.06,12.5,1.6920473773265652,2.2222222222222223
630012294,2022,0.0,0.47,621.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Loma Linda University Surgical Hospital,San Bernardino,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.0,7.88,0.0,0.0
630012294,2023,0.0,0.25,337.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Loma Linda University Surgical Hospital,San Bernardino,Acute Care Hospital,Major Teaching,Same,Yes,12.0,¥ See Data Dictionary,0.0,14.52,0.0,0.0
630012364,2021,1.0,4.69,5194.0,California,Central Line-Associated Bloodstream Infection (CLABSI),"Kaiser Foundation Hospital, Vacaville",Solano,Acute Care Hospital,Major Teaching,Same,Yes,12.0,,0.01,1.05,0.19252984212552945,0.21321961620469082
630012364,2022,3.0,4.49,4990.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital - Vacaville,Solano,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.17,1.82,0.6012024048096192,0.6681514476614699
630012364,2023,3.0,3.36,3786.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Kaiser Foundation Hospital - Vacaville,Solano,Acute Care Hospital,Major Teaching,Same,No,12.0,,0.23,2.43,0.7923930269413629,0.8928571428571429
630012380,2021,0.0,0.13,472.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Totally Kids Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,,,12.0,,,,0.0,0.0
630012380,2022,0.0,0.08,289.0,California,Central Line-Associated Bloodstream Infection (CLABSI),Totally Kids Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,,,12.0,,,,0.0,0.0
